-7.881596498448433241e-01, -7.881596498448433241e-01, -1.008856215455063321e+00, -1.008856215455063321e+00, -1.008856215455063321e+00, -1.027695679860700650e+00, -1.180370801910056056e+00, -1.180370801910056056e+00, -1.180370801910056056e+00, -1.180370801910056056e+00, -1.180370801910056056e+00, -1.180370801910056056e+00, -1.699952916728255659e+00, -1.699952916728255659e+00, -1.699952916728255659e+00, -1.699952916728255659e+00, -1.699952916728255659e+00, -1.699952916728255659e+00, -1.769449423850621983e+00, -1.769449423850621983e+00
-1.074580954703723834e-01, -1.074580954703723834e-01, -1.074580954703723834e-01, -1.074580954703723834e-01, -1.074580954703723834e-01, -1.074580954703723834e-01, -1.074580954703723834e-01, -1.074580954703723834e-01, -1.074580954703723834e-01, -1.074580954703723834e-01, -1.074580954703723834e-01, -1.628523257037733651e-01, -2.382033648369965284e-01, -4.841590959634617941e-01, -4.841590959634617941e-01, -4.841590959634617941e-01, -4.841590959634617941e-01, -4.841590959634617941e-01, -4.841590959634617941e-01, -4.841590959634617941e-01
2.141650316442604216e-02, 2.141650316442604216e-02, 2.141650316442604216e-02, 2.079661569078220321e-02, 2.079661569078220321e-02, -4.005249169150235100e-02, -4.005249169150235100e-02, -4.005249169150235100e-02, -4.005249169150235100e-02, -4.005249169150235100e-02, -4.005249169150235100e-02, -7.218312474393732969e-02, -9.920732642582364980e-01, -9.920732642582364980e-01, -9.920732642582364980e-01, -9.920732642582364980e-01, -9.920732642582364980e-01, -1.244762031311970052e+00, -1.244762031311970052e+00, -1.244762031311970052e+00
-4.818318996320120756e-02, -4.818318996320120756e-02, -4.818318996320120756e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02, -7.586446031549662350e-02
-7.012062790043688265e-01, -7.012062790043688265e-01, -7.012062790043688265e-01, -7.012062790043688265e-01, -7.012062790043688265e-01, -7.012062790043688265e-01, -1.479492226238733776e+00, -1.479492226238733776e+00, -1.479492226238733776e+00, -1.479492226238733776e+00, -1.479492226238733776e+00, -1.479492226238733776e+00, -1.479492226238733776e+00, -1.479492226238733776e+00, -1.479492226238733776e+00, -1.497046400951043799e+00, -1.497046400951043799e+00, -1.497046400951043799e+00, -1.497046400951043799e+00, -1.497046400951043799e+00
-2.955734463122195767e-03, -2.955734463122195767e-03, -9.547227404230344827e-02, -9.547227404230344827e-02, -9.547227404230344827e-02, -1.126076025584119428e-01, -1.126076025584119428e-01, -1.126076025584119428e-01, -1.126076025584119428e-01, -2.042097315582336037e-01, -2.042097315582336037e-01, -2.042097315582336037e-01, -2.042097315582336037e-01, -2.042097315582336037e-01, -2.042097315582336037e-01, -2.219019942307308702e-01, -2.318038198301626274e-01, -2.318038198301626274e-01, -2.318038198301626274e-01, -2.318038198301626274e-01
-6.263306405466649851e-01, -6.263306405466649851e-01, -9.860131749052832850e-01, -9.860131749052832850e-01, -9.860131749052832850e-01, -9.860131749052832850e-01, -9.860131749052832850e-01, -1.101125711446742095e+00, -1.101125711446742095e+00, -1.101125711446742095e+00, -1.101125711446742095e+00, -1.101125711446742095e+00, -1.101125711446742095e+00, -1.101125711446742095e+00, -1.101125711446742095e+00, -1.101125711446742095e+00, -1.101125711446742095e+00, -1.101125711446742095e+00, -1.214790762833612314e+00, -1.215255243309147248e+00
-9.752962949425737771e-02, -9.752962949425737771e-02, -9.752962949425737771e-02, -9.752962949425737771e-02, -9.752962949425737771e-02, -3.347953165717219570e-01, -3.347953165717219570e-01, -3.347953165717219570e-01, -3.347953165717219570e-01, -3.347953165717219570e-01, -3.347953165717219570e-01, -3.347953165717219570e-01, -3.347953165717219570e-01, -5.020351671794188730e-01, -5.020351671794188730e-01, -5.020351671794188730e-01, -5.020351671794188730e-01, -5.020351671794188730e-01, -5.020351671794188730e-01, -5.020351671794188730e-01
-1.714392705954628504e-01, -1.714392705954628504e-01, -1.714392705954628504e-01, -2.236103022398927553e-01, -2.236103022398927553e-01, -2.236103022398927553e-01, -2.236103022398927553e-01, -2.236103022398927553e-01, -2.236103022398927553e-01, -2.236103022398927553e-01, -2.236103022398927553e-01, -2.236103022398927553e-01, -2.236103022398927553e-01, -2.236103022398927553e-01, -2.369262836843141762e-01, -2.369262836843141762e-01, -2.369262836843141762e-01, -2.369262836843141762e-01, -2.369262836843141762e-01, -2.369262836843141762e-01
-1.382169666135349140e-01, -3.943446826210389999e-01, -4.475802694530320314e-01, -4.475802694530320314e-01, -4.475802694530320314e-01, -4.475802694530320314e-01, -1.544175590968831724e+00, -1.544175590968831724e+00, -1.773754612327063107e+00, -1.773754612327063107e+00, -1.773754612327063107e+00, -1.773754612327063107e+00, -1.773754612327063107e+00, -1.886490632191036854e+00, -1.886490632191036854e+00, -1.886490632191036854e+00, -2.046432635040267733e+00, -2.046432635040267733e+00, -2.046432635040267733e+00, -2.315415638373024887e+00
