1.332678774334885852e-01, 1.332678774334885852e-01, 1.329588610252160630e-01, 5.605303993738171286e-02, 3.153527060675387350e-02, 3.153527060675387350e-02, 3.153527060675387350e-02, 3.153527060675387350e-02, -6.343135116493431314e-02, -2.481649389435536812e-01, -2.481649389435536812e-01, -2.481649389435536812e-01, -2.481649389435536812e-01, -2.481649389435536812e-01, -2.481649389435536812e-01, -2.481649389435536812e-01, -2.481649389435536812e-01, -2.481649389435536812e-01, -2.481649389435536812e-01, -2.481649389435536812e-01
1.002635726798751549e-02, 1.002635726798751549e-02, 1.002635726798751549e-02, 9.101076224888716634e-03, 8.969219881935767968e-03, 8.969219881935767968e-03, 8.969219881935767968e-03, -5.724217423548767623e-06, -5.724217423548767623e-06, -5.724217423548767623e-06, -5.724217423548767623e-06, -5.724217423548767623e-06, -5.724217423548767623e-06, -3.392166316441642265e-03, -3.392166316441642265e-03, -3.392166316441642265e-03, -3.392166316441642265e-03, -3.392166316441642265e-03, -5.354785091424343717e-03, -5.354785091424343717e-03
-1.372617705685254264e-02, -1.372617705685254264e-02, -1.372617705685254264e-02, -1.648248718055743758e-02, -1.722335620973688627e-02, -2.024820279612511015e-02, -2.024820279612511015e-02, -2.530728020414527504e-02, -2.530728020414527504e-02, -2.530728020414527504e-02, -2.530728020414527504e-02, -2.530728020414527504e-02, -2.530728020414527504e-02, -2.825453355362096339e-02, -2.889563473955010856e-02, -2.889563473955010856e-02, -2.889563473955010856e-02, -1.378561451987557473e-01, -1.455654862960371054e-01, -1.455654862960371054e-01
7.193064328720164685e-03, -1.164649291810005219e-03, -1.164649291810005219e-03, -6.076383738528735867e-03, -7.868360373606136937e-03, -1.764602420205233987e-02, -1.893785999805500456e-02, -1.893785999805500456e-02, -1.893785999805500456e-02, -1.893785999805500456e-02, -1.893785999805500456e-02, -1.893785999805500456e-02, -1.893785999805500456e-02, -1.893785999805500456e-02, -1.893785999805500456e-02, -1.893785999805500456e-02, -1.893785999805500456e-02, -1.893785999805500456e-02, -1.893785999805500456e-02, -1.893785999805500456e-02
-4.369511910609952809e-01, -4.369511910609952809e-01, -4.369511910609952809e-01, -4.369511910609952809e-01, -4.369511910609952809e-01, -4.611897944935497984e-01, -4.611897944935497984e-01, -4.919991781919280105e-01, -4.919991781919280105e-01, -4.919991781919280105e-01, -4.919991781919280105e-01, -4.919991781919280105e-01, -6.487500007494660936e-01, -6.487500007494660936e-01, -6.487500007494660936e-01, -6.487500007494660936e-01, -6.487500007494660936e-01, -6.487500007494660936e-01, -6.487500007494660936e-01, -6.487500007494660936e-01
8.159213114259006305e-01, 7.007390969872057118e-01, 7.007390969872057118e-01, 5.187019708677803598e-01, 5.187019708677803598e-01, 5.187019708677803598e-01, 5.187019708677803598e-01, 5.187019708677803598e-01, 5.187019708677803598e-01, 2.603026274342688448e-02, 1.111655171897445345e-02, 1.111655171897445345e-02, 1.111655171897445345e-02, 1.111655171897445345e-02, 6.107903756210016945e-03, -7.662803118724173523e-02, -1.629814563291610285e-01, -1.754335098150718308e-01, -1.754335098150718308e-01, -1.894020548079326793e-01
1.270526437313347461e-02, 1.270526437313347461e-02, 1.006062607229763275e-02, 1.006062607229763275e-02, 9.863071755161639115e-03, 9.201592827122734644e-03, 8.494769212737793632e-03, 5.520928969873173560e-03, 5.520928969873173560e-03, -5.027440806400266214e-04, -5.027440806400266214e-04, -5.264822336291842264e-01, -5.988251847280531281e-01, -5.988251847280531281e-01, -5.988251847280531281e-01, -5.988251847280531281e-01, -5.988251847280531281e-01, -6.051159860309721639e-01, -6.655743856842356587e-01, -6.655743856842356587e-01
-1.464967409587678349e+00, -1.464967409587678349e+00, -1.464967409587678349e+00, -1.464967409587678349e+00, -1.464967409587678349e+00, -1.657504207272906038e+00, -1.657504207272906038e+00, -1.657504207272906038e+00, -1.657504207272906038e+00, -1.985747290506263862e+00, -1.985747290506263862e+00, -1.985747290506263862e+00, -1.985747290506263862e+00, -1.985747290506263862e+00, -1.985747290506263862e+00, -1.985747290506263862e+00, -1.985747290506263862e+00, -1.985747290506263862e+00, -1.985747290506263862e+00, -1.985747290506263862e+00
-4.522227507845146821e-01, -4.522227507845146821e-01, -4.522227507845146821e-01, -4.522227507845146821e-01, -6.841951503473787666e-01, -6.841951503473787666e-01, -6.841951503473787666e-01, -6.841951503473787666e-01, -8.052884427757884822e-01, -8.052884427757884822e-01, -8.564201946517773223e-01, -8.564201946517773223e-01, -8.564201946517773223e-01, -8.564201946517773223e-01, -9.922521436802821393e-01, -9.922521436802821393e-01, -1.185560631193792069e+00, -1.185560631193792069e+00, -1.185560631193792069e+00, -1.185560631193792069e+00
-1.104137861591376391e+00, -1.104137861591376391e+00, -1.104137861591376391e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00, -1.244548151288733973e+00
